;crime;penalty
10;Kto zużywa olej opałowy do celów napędowych;karze grzywny do 500 zł.
11;Kto wykracza przeciwko wydanym z upoważnienia ustawy przepisom porządkowym o zachowaniu się w miejscach publicznych,;karze grzywny do 500 złotych albo karze nagany.
12;Kto kąpie się w miejscu, w którym jest to zabronione,;karze grzywny do 250 złotych albo karze nagany.
13;§ 1. Kto bez wymaganego zgłoszenia zbiórki publicznej lub niezgodnie ze zgłoszeniem zbiórki publicznej organizuje lub przeprowadza publiczną zbiórkę ofiar,;karze grzywny.
14;"§ 1. Kto:
1) organizuje lub przeprowadza zbiórkę ofiar na uiszczenie grzywny orzeczonej za przestępstwo, przestępstwo skarbowe, wykroczenie lub wykroczenie skarbowe, świadczenia pieniężnego, przepadku przedmiotów stanowiących kwotę pieniężną, równowartości przepadku przedmiotów lub przedsiębiorstwa, przepadku korzyści majątkowej stanowiącej kwotę pieniężną, równowartości przepadku korzyści majątkowej, odszkodowania, zadośćuczynienia, nawiązki, podlegającej zwrotowi korzyści majątkowej stanowiącej kwotę pieniężną albo równowartości podlegającej zwrotowi korzyści majątkowej lub na poręczenie majątkowe lub zabezpieczenie majątkowe,
2) nie będąc osobą najbliższą dla skazanego lub ukaranego uiszcza za niego grzywnę, świadczenie pieniężne, kwotę pieniężną stanowiącą przedmiot przepadku, równowartość przepadku przedmiotów lub przedsiębiorstwa, kwotę pieniężną stanowiącą przedmiot przepadku korzyści majątkowej, równowartość przepadku korzyści majątkowej, nawiązkę, podlegającą zwrotowi korzyść majątkową stanowiącą kwotę pieniężną albo równowartość podlegającej zwrotowi korzyści majątkowej lub uiszcza odszkodowanie lub zadośćuczynienie lub ofiarowuje mu albo osobie dla niego najbliższej pieniądze na ten cel";karze aresztu albo grzywny.
15;§ 1. Kto, mając środki egzystencji lub będąc zdolny do pracy, żebrze w miejscu publicznym,;karze ograniczenia wolności, grzywny do 1.500 złotych albo karze nagany.
16;2. Kto żebrze w miejscu publicznym w sposób natarczywy lub oszukańczy,;karze aresztu albo ograniczenia wolności.
17;§ 1. Kto wykonuje działalność gospodarczą bez wymaganego zgłoszenia do ewidencji działalności gospodarczej, wpisu do rejestru działalności regulowanej lub bez wymaganej koncesji albo zezwolenia;karze ograniczenia wolności albo grzywny.
18;3. Kto będąc przedsiębiorcą wprowadza do obrotu towar bez wymaganych oznaczeń;karze grzywny.
19;"4. Kto:
1) wykonuje odpłatnie zadania przewodnika górskiego bez uprawnień wymaganych dla określonego obszaru górskiego,
1a) prowadzi szkolenie dla kandydatów na przewodników górskich bez wymaganego wpisu do rejestru organizatorów szkoleń,
2) świadcząc usługi hotelarskie używa nazw rodzajowych lub określenia kategorii obiektów hotelarskich bez decyzji lub niezgodnie z decyzją,
2a) świadcząc usługi hotelarskie, używa oznaczeń, które mogą wprowadzić klientów w błąd co do rodzaju lub kategorii obiektu hotelarskiego,
3) wbrew obowiązkowi świadczy usługi hotelarskie w obiekcie niezgłoszonym do ewidencji,
4) świadczy usługi hotelarskie wbrew decyzji nakazującej wstrzymanie ich świadczenia,
5) nie zawiadamia organu prowadzącego rejestr organizatorów turystyki i przedsiębiorców ułatwiających nabywanie powiązanych usług turystycznych o zawieszeniu wykonywania działalności w terminie 7 dni od dnia tego zawieszenia";karze ograniczenia wolności albo grzywny.
20;§ 1. Kto prowadzi sprzedaż na terenie należącym do gminy lub będącym w jej zarządzie poza miejscem do tego wyznaczonym przez właściwe organy gminy,;karze grzywny.
21;§ 1. Kto przywłaszcza sobie stanowisko, tytuł lub stopień albo publicznie używa lub nosi odznaczenie, odznakę, strój lub mundur, do których nie ma prawa,;karze grzywny do 1.000 złotych albo karze nagany.
22;2. Kto ustanawia, wytwarza, rozpowszechnia publicznie, używa lub nosi: godło, chorągiew albo inną odznakę lub mundur, co do których został wydany zakaz, albo odznakę lub mundur organizacji prawnie nieistniejącej, albo odznakę lub mundur, na których ustanowienie lub noszenie nie uzyskano wymaganego zezwolenia,;karze aresztu albo grzywny.
23;§ 1. Kto bez złożenia pisemnego wniosku o dokonanie wpisu do rejestru przedsiębiorców telekomunikacyjnych wykonuje działalność telekomunikacyjną,;karze aresztu, ograniczenia wolności lub grzywny.
24;3. Kto wprowadza do obrotu urządzenia radiowe i telekomunikacyjne urządzenia końcowe podlegające obowiązkowej ocenie zgodności z zasadniczymi wymaganiami, nieposiadające wymaganego znaku zgodności,;karze grzywny.
25;§ 1. Kto umieszcza w miejscu publicznym do tego nieprzeznaczonym ogłoszenie, plakat, afisz, apel, ulotkę, napis lub rysunek albo wystawia je na widok publiczny w innym miejscu bez zgody zarządzającego tym miejscem,;karze ograniczenia wolności albo grzywny.
26;§ 1. Kto umieszcza reklamę, o której mowa w art. 4 katalog pojęć ustawowych pkt 23 ustawy z dnia 21 marca 1985 r. o drogach publicznych (Dz. U. z 2023 r. poz. 645, 760, 1193 i 1688) z naruszeniem warunków jej sytuowania określonych w art. 42a reklamy w pasie drogowym tej ustawy, o gabarytach większych niż dopuszczalne lub wykonane z wyrobów innych niż dopuszczalne,;karze ograniczenia wolności albo grzywny.
27;"§ 1. Kto umyślnie wprowadza w błąd organ państwowy lub instytucję upoważnioną z mocy ustawy do legitymowania:
1)     co do tożsamości własnej lub innej osoby,
2)     co do swego obywatelstwa, zawodu, miejsca zatrudnienia lub zamieszkania,";karze ograniczenia wolności albo grzywny.
28;Kto, nie stosując się do poleceń określonego zachowania się wydawanych na podstawie prawa przez funkcjonariusza Policji, Żandarmerii Wojskowej, Straży Granicznej lub innego organu ochrony bezpieczeństwa lub porządku publicznego, umyślnie uniemożliwia lub istotnie utrudnia wykonanie czynności służbowej,;karze aresztu, ograniczenia wolności albo grzywny.
29;"§ 1. Kto:
1) chcąc wywołać niepotrzebną czynność, fałszywą informacją lub w inny sposób wprowadza w błąd instytucję użyteczności publicznej albo organ ochrony bezpieczeństwa, porządku publicznego lub zdrowia,
2) umyślnie, bez uzasadnionej przyczyny, blokuje telefoniczny numer alarmowy, utrudniając prawidłowe funkcjonowanie centrum powiadamiania ratunkowego";karze aresztu, ograniczenia wolności albo grzywny do 1.500 zł.
30;Osoba, wobec której wykonuje się karę, środek karny lub środek zabezpieczający, w systemie dozoru elektronicznego, albo osoba chroniona, która umyślnie dopuszcza do zniszczenia, uszkodzenia, uczynienia niezdatnym do użytku nadajnika, rejestratora stacjonarnego lub przenośnego stanowiących środki techniczne służące do wykonywania dozoru elektronicznego;karze aresztu, ograniczenia wolności albo grzywny.
31;"§ 1. Kto nie stosuje się do wydanego przez:
1) Policję, na podstawie art. 15aa nakaz natychmiastowego opuszczenia mieszkania i zakaz zbliżania się ust. 1 ustawy z dnia 6 kwietnia 1990 r. o Policji (Dz. U. z 2023 r. poz. 171, z późn. zm.), albo Żandarmerię Wojskową, na podstawie art. 18a wydanie przez żołnierza ŻW nakazu natychmiastowego opuszczenia przez żołnierza mieszkania i zakazu zbliżania się do niego ust. 1 ustawy z dnia 24 sierpnia 2001 r. o Żandarmerii Wojskowej i wojskowych organach porządkowych (Dz. U. z 2023 r. poz. 1266), nakazu natychmiastowego opuszczenia wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia i zakazu zbliżania się do wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia,
2) Policję, na podstawie art. 15aaa zakaz zbliżania, zakaz kontaktowania i zakaz wstępu ust. 2 ustawy z dnia 6 kwietnia 1990 r. o Policji, albo Żandarmerię Wojskową, na podstawie art. 18aa zakaz zbliżania do osoby doznającej przemocy domowej i kontaktowania się z nią ust. 2 ustawy z dnia 24 sierpnia 2001 r. o Żandarmerii Wojskowej i wojskowych organach porządkowych, zakazu wstępu na teren szkoły, placówki oświatowej, opiekuńczej lub artystycznej, obiektu sportowego lub miejsca pracy, i przebywania na tym terenie, gdy osoba doznająca przemocy domowej przebywa na ich terenie,
3) sąd postanowienia o udzieleniu zabezpieczenia przez:
a) przedłużenie obowiązywania nakazu i zakazu lub zakazów, o których mowa w pkt 1 i 2,
b) zobowiązanie osoby stosującej przemoc domową do opuszczenia wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia lub wydanie zakazu zbliżania się do wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia, lub zakazu wstępu na teren szkoły, placówki oświatowej, opiekuńczej lub artystycznej, lub obiektu sportowego, do których uczęszcza osoba doznająca przemocy domowej, miejsca pracy lub innego miejsca, w którym zwykle lub regularnie przebywa osoba doznająca przemocy domowej, i przebywania na tym terenie, o których mowa w art. 11a zobowiązanie osoby stosującej przemoc domową do opuszczenia mieszkania ust. 1 i art. 11aa wniosek o zobowiązanie osoby stosującej przemoc domową do opuszczenia mieszkania i wydania zakazu zbliżania ust. 4 ustawy z dnia 29 lipca 2005 r. o przeciwdziałaniu przemocy domowej (Dz. U. z 2021 r. poz. 1249 oraz z 2023 r. poz. 289, 535 i 1606),
4) sąd postanowienia o zobowiązaniu osoby stosującej przemoc domową do opuszczenia wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia lub o zakazie zbliżania się do wspólnie zajmowanego mieszkania i jego bezpośredniego otoczenia, lub o zakazie wstępu na teren szkoły, placówki oświatowej, opiekuńczej lub artystycznej, lub obiektu sportowego, do których uczęszcza osoba doznająca przemocy domowej, miejsca pracy lub innego miejsca, w którym zwykle lub regularnie przebywa osoba doznająca przemocy domowej, i przebywania na tym terenie, o których mowa w art. 11a zobowiązanie osoby stosującej przemoc domową do opuszczenia mieszkania ust. 1 i art. 11aa wniosek o zobowiązanie osoby stosującej przemoc domową do opuszczenia mieszkania i wydania zakazu zbliżania ust. 4 ustawy z dnia 29 lipca 2005 r. o przeciwdziałaniu przemocy domowej";karze aresztu, ograniczenia wolności albo grzywny.
32;Kto uporczywie nie stosuje się do obowiązków określonych w art. 4 pomoc i wsparcie udzielane osobom doznającym przemocy domowej ust. 6 ustawy z dnia 29 lipca 2005 r. o przeciwdziałaniu przemocy domowej,;karze ograniczenia wolności albo grzywny.
33;§ 1. Kto umyślnie uszkadza lub usuwa ogłoszenie wystawione publicznie przez instytucję państwową, samorządową albo organizację społeczną lub też w inny sposób umyślnie uniemożliwia zaznajomienie się z takim ogłoszeniem,;karze aresztu albo grzywny.
34;2. Kto umyślnie uszkadza lub usuwa ogłoszenie, afisz lub plakat wystawiony publicznie przez instytucję artystyczną, rozrywkową lub sportową albo w inny sposób umyślnie uniemożliwia zaznajomienie się z takim ogłoszeniem, afiszem lub plakatem,;karze grzywny do 1.000 złotych albo karze nagany.
35;§ 1. Kto bez właściwego zamówienia wyrabia pieczęć, godło lub znak instytucji państwowej, samorządowej albo organizacji społecznej lub też taką pieczęć, godło lub znak wydaje osobie nieupoważnionej do odbioru,;karze grzywny.
36;Kto umyślnie niszczy, uszkadza, usuwa lub w inny sposób czyni bezskutecznymi znaki umieszczone przez organ państwowy w celu stwierdzenia tożsamości przedmiotu, zamknięcia go lub poddania rozporządzeniu władzy,;karze aresztu, grzywny albo karze nagany.
37;§ 1. Kto, będąc niezdolny do czynności, której nieumiejętne wykonanie może wywołać niebezpieczeństwo dla życia lub zdrowia człowieka, taką czynność przedsiębierze albo kto porucza ją osobie do jej wykonania niezdolnej lub wbrew obowiązkowi nadzoru dopuszcza do wykonania takiej czynności przez osobę niezdolną,;karze aresztu albo grzywny.
38;Kto przez wadliwe wykonanie urządzeń lub uczynienie ich niezdatnymi do funkcjonowania zgodnie z przeznaczeniem albo przez niewłaściwe ich użytkowanie lub samowolne uruchomienie wywołuje stan niebezpieczny dla życia lub zdrowia człowieka,;karze aresztu albo grzywny.
39;Kto wbrew swemu obowiązkowi nie dokonuje odpowiedniego zabezpieczenia miejsca niebezpiecznego dla życia lub zdrowia człowieka,;karze aresztu albo grzywny.
40;Kto wbrew swemu obowiązkowi nie zawiadamia odpowiedniego organu lub osoby o wiadomym mu niebezpieczeństwie grożącym życiu lub zdrowiu człowieka albo mieniu w znacznych rozmiarach,;karze aresztu albo grzywny.
41;§ 1. Kto niszczy, uszkadza, usuwa lub czyni nieczytelnymi znaki lub napisy ostrzegające o grożącym niebezpieczeństwie dla życia lub zdrowia człowieka albo ogrodzenie lub inne urządzenie zapobiegające takiemu niebezpieczeństwu,;karze aresztu, ograniczenia wolności albo grzywny.
42;§ 1. Kto bez zachowania należytej ostrożności wystawia lub wywiesza ciężkie przedmioty albo nimi rzuca, wylewa płyny, wyrzuca nieczystości albo doprowadza do wypadania takich przedmiotów lub wylewania się płynów,;karze grzywny do 500 złotych albo karze nagany.
43;2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 ze złośliwości lub swawoli,;karze ograniczenia wolności albo grzywny.
44;Kto rzuca kamieniami lub innymi przedmiotami w pojazd mechaniczny będący w ruchu,;karze aresztu, ograniczenia wolności albo grzywny.
45;§ 1. Kto nie zachowuje zwykłych lub nakazanych środków ostrożności przy trzymaniu zwierzęcia,;karze ograniczenia wolności, grzywny do 1000 złotych albo karze nagany.
46;2. Kto dopuszcza się czynu określonego w § 1 przy trzymaniu zwierzęcia, które swoim zachowaniem stwarza niebezpieczeństwo dla życia lub zdrowia człowieka,;karze ograniczenia wolności, grzywny albo karze nagany.
47;Kto przez drażnienie lub płoszenie doprowadza zwierzę do tego, że staje się niebezpieczne,;karze ograniczenia wolności, grzywny do 1000 złotych albo karze nagany.
48;§ 1. Kto wbrew swemu obowiązkowi zaniecha oświetlenia miejsc dostępnych dla publiczności,;karze grzywny do 250 złotych albo karze nagany.
49;2. Kto ze złośliwości lub swawoli oświetlenie takie gasi,;karze grzywny do 500 złotych.
50;"§ 1. Kto:
1) przejeżdża pojazdem lub konno albo przepędza zwierzę gospodarskie przez wał przeciwpowodziowy w miejscu do tego nieprzeznaczonym lub przejeżdża pojazdem innym niż rower lub konno albo przepędza zwierzę gospodarskie wzdłuż po wale przeciwpowodziowym, na którym nie ma drogi o dostatecznie mocnej nawierzchni,
2) orze lub bronuje ziemię na wale przeciwpowodziowym albo obok wału w odległości mniejszej niż 3 m od stopy wału,
3) rozkopuje wał przeciwpowodziowy, wbija słup lub osadza znak albo zasadza drzewo lub krzew na wale,
4) kopie studnię, sadzawkę, dół lub rów obok wału przeciwpowodziowego w odległości mniejszej niż 50 m od stopy wału,
5) pasie na wale przeciwpowodziowym zwierzę gospodarskie,
6) uszkadza umocnienie na wale przeciwpowodziowym,";karze grzywny albo karze nagany.
51;Kto niszczy lub uszkadza urządzenia służące do ochrony brzegów wód morskich lub śródlądowych, a w szczególności wszelkie umocnienia lub roślinność ochronną,;karze grzywny do 1.000 złotych albo karze nagany.
52;"§ 1. Kto dokonuje czynności, które mogą spowodować pożar, jego rozprzestrzenianie się, utrudnienie prowadzenia działania ratowniczego lub ewakuacji, polegających na:
1) niedozwolonym używaniu otwartego ognia, paleniu tytoniu i stosowaniu innych czynników mogących zainicjować zapłon materiałów palnych,
2) wykonywaniu prac niebezpiecznych pod względem pożarowym bez ich wymaganego zabezpieczenia,
3) używaniu instalacji, urządzeń i narzędzi niepoddanych wymaganej kontroli lub niesprawnych technicznie albo użytkowaniu ich w sposób niezgodny z przeznaczeniem lub warunkami określonymi przez producenta, jeżeli może się to przyczynić do powstania pożaru, wybuchu lub rozprzestrzeniania ognia,
4) napełnianiu gazem płynnym butli na stacjach paliw, stacjach gazu płynnego i w innych obiektach nieprzeznaczonych do tego celu,
5) nieprzestrzeganiu zasad bezpieczeństwa przy używaniu lub przechowywaniu materiałów niebezpiecznych pożarowo, w tym gazu płynnego w butlach,
6) garażowaniu pojazdu silnikowego w obiektach i pomieszczeniach nieprzeznaczonych do tego celu z nieopróżnionym zbiornikiem paliwa i nieodłączonym na stałe zasilaniem akumulatorowym,
7) składowaniu materiałów palnych na drogach komunikacji ogólnej służących ewakuacji lub umieszczaniu przedmiotów na tych drogach w sposób zmniejszający ich szerokość albo wysokość poniżej wymaganych wartości,
8) składowaniu materiałów palnych na nieużytkowych poddaszach lub na drogach komunikacji ogólnej w piwnicach,
9) składowaniu materiałów palnych pod ścianami obiektu bądź przy granicy działki, w sposób naruszający zasady bezpieczeństwa pożarowego,
10) uniemożliwianiu lub ograniczaniu dostępu do urządzeń przeciwpożarowych, gaśnic, urządzeń uruchamiających instalacje gaśnicze i sterujących takimi instalacjami oraz innymi instalacjami wpływającymi na stan bezpieczeństwa pożarowego obiektu, wyłączników i tablic rozdzielczych prądu elektrycznego, kurków głównej instalacji gazowej, a także wyjść ewakuacyjnych oraz okien dla ekip ratowniczych,
11) uniemożliwianiu lub ograniczaniu dostępu do źródeł wody do celów przeciwpożarowych,";karze aresztu, grzywny albo karze nagany.
53;"2. Kto, będąc obowiązany na podstawie przepisów o ochronie przeciwpożarowej do zapewnienia warunków ochrony przeciwpożarowej obiektu lub terenu, nie dopełnia obowiązków polegających na:
1) zapewnieniu osobom przebywającym w obiekcie lub na terenie odpowiednich warunków ewakuacji,
2) wyposażaniu obiektu lub terenu w urządzenia przeciwpożarowe i gaśnice,
3) utrzymywaniu urządzeń przeciwpożarowych i gaśnic w stanie pełnej sprawności technicznej i funkcjonalnej,
4) umieszczeniu w widocznych miejscach instrukcji postępowania na wypadek pożaru wraz z wykazem telefonów alarmowych oraz wymaganych informacji,
5) oznakowaniu obiektu odpowiednimi znakami bezpieczeństwa,
6) utrzymywaniu dróg pożarowych w stanie umożliwiającym wykorzystanie tych dróg przez pojazdy jednostek ochrony przeciwpożarowej,
7) zapewnieniu usuwania zanieczyszczeń z przewodów dymowych i spalinowych,
8) zachowaniu pasa ochronnego o szerokości minimum 2 m i nawierzchni z materiałów niepalnych lub gruntowej oczyszczonej, wokół placów składowych, składowisk przy obiektach oraz przy obiektach tymczasowych o konstrukcji palnej,
9) przestrzeganiu zasad zabezpieczenia przeciwpożarowego podczas zbioru, transportu lub składowania palnych płodów rolnych,
10) zapobieganiu powstawaniu i rozprzestrzenianiu się pożarów w lesie poprzez wykonywanie wymaganych zabiegów ochronnych,";karze aresztu, grzywny albo karze nagany.
54;3. Kto na terenie lasu, na terenach śródleśnych, na obszarze łąk, torfowisk i wrzosowisk, jak również w odległości do 100 m od nich roznieca ogień poza miejscami wyznaczonymi do tego celu albo pali tytoń, z wyjątkiem miejsc na drogach utwardzonych i miejsc wyznaczonych do pobytu ludzi,;karze aresztu, ograniczenia wolności, grzywny albo karze nagany.
55;4. Kto wypala trawy, słomę lub pozostałości roślinne na polach w odległości mniejszej niż 100 m od zabudowań, lasów, zboża na pniu i miejsc ustawienia stert lub stogów bądź w sposób powodujący zakłócenia w ruchu drogowym, a także bez zapewnienia stałego nadzoru miejsca wypalania;karze aresztu, grzywny albo karze nagany.
56;5. Kto w inny sposób nieostrożnie obchodzi się z ogniem;karze aresztu, grzywny albo karze nagany.
57;6. Kto zostawia małoletniego do lat 7 w okolicznościach, w których istnieje prawdopodobieństwo wzniecenia przez niego pożaru;karze grzywny albo karze nagany.
58;"§ 1. Kto w razie powstania pożaru nie dopełnia obowiązku określonego w przepisach o ochronie przeciwpożarowej oraz Państwowej Straży Pożarnej w postaci:
1) niezwłocznego zawiadomienia osób znajdujących się w strefie zagrożenia oraz: centrum powiadamiania ratunkowego lub jednostki ochrony przeciwpożarowej albo Policji bądź wójta albo sołtysa,
2) podporządkowania się zarządzeniu kierującego działaniem ratowniczym,
3) udzielenia niezbędnej pomocy kierującemu działaniem ratowniczym, na jego żądanie,";karze aresztu, grzywny albo karze nagany.
59;3. Kto uniemożliwia lub utrudnia przeprowadzenie czynności kontrolno-rozpoznawczych z zakresu ochrony przeciwpożarowej przez uprawnionego strażaka Państwowej Straży Pożarnej,;karze aresztu, ograniczenia wolności albo grzywny.
60;§ 1. Kto nieostrożnie obchodzi się z materiałami wybuchowymi, łatwo zapalnymi lub substancjami promieniotwórczymi albo wykracza przeciwko przepisom o wyrobie, sprzedaży, przechowywaniu, używaniu lub przewożeniu takich materiałów,;karze aresztu, grzywny albo karze nagany.
61;Kto wbrew obowiązkowi nie oznacza w sposób odpowiadający wymaganiom i łatwo dostrzegalny, zarówno w dzień, jak i w porze nocnej, jakiejkolwiek przeszkody w ruchu drogowym, urządzenia lub przedmiotu znajdujących się na drodze lub też miejsca prowadzonych robót, jeżeli to może zagrozić bezpieczeństwu ruchu albo utrudnić ruch na drodze,;karze aresztu albo grzywny.
62;§ 1. Kto samowolnie ustawia, niszczy, uszkadza, usuwa, włącza lub wyłącza znak, sygnał, urządzenie ostrzegawcze lub zabezpieczające albo zmienia ich położenie, zasłania je lub czyni niewidocznymi,;karze aresztu, ograniczenia wolności albo grzywny.
63;§ 1. Kto narusza przepisy dotyczące sposobu znakowania dróg wewnętrznych;karze grzywny.
64;§ 1. Kto na drodze publicznej, w strefie zamieszkania lub strefie ruchu, nie zachowując należytej ostrożności, powoduje zagrożenie bezpieczeństwa w ruchu drogowym,;karze grzywny.
65;1a. Jeżeli następstwem wykroczenia, o którym mowa w § 1, jest spowodowanie naruszenia czynności narządu ciała lub rozstrój zdrowia innej osoby, sprawca;karze grzywny w wysokości nie niższej niż 1500 złotych.
66;2. Kto dopuszcza się wykroczenia określonego w § 1, znajdując się w stanie po użyciu alkoholu lub podobnie działającego środka,;karze aresztu, ograniczenia wolności albo grzywny w wysokości nie niższej niż 2500 złotych.
67;Kto, kierując rowerem, hulajnogą elektryczną lub urządzeniem transportu osobistego albo poruszając się przy użyciu urządzenia wspomagającego ruch na drodze dla pieszych, nie porusza się z prędkością zbliżoną do prędkości pieszego lub nie ustępuje pierwszeństwa pieszemu,;karze grzywny albo karze nagany.
68;"§ 1. Kto na drodze publicznej, w strefie zamieszkania lub strefie ruchu, prowadząc pojazd mechaniczny:
1) wbrew obowiązkowi nie ustępuje pierwszeństwa pieszemu,
2) nie zatrzymuje pojazdu w celu umożliwienia przejścia przez jezdnię osobie niepełnosprawnej, używającej specjalnego znaku, lub osobie o widocznej ograniczonej sprawności ruchowej,
3) wyprzedza pojazd na przejściu dla pieszych, na którym ruch nie jest kierowany, lub bezpośrednio przed tym przejściem,
4) omija pojazd, który jechał w tym samym kierunku, lecz zatrzymał się w celu ustąpienia pierwszeństwa pieszemu,
5) narusza zakaz jazdy wzdłuż po drodze dla pieszych lub przejściu dla pieszych,";karze grzywny nie niższej niż 1500 złotych.
69;2. Kto dopuszcza się wykroczenia określonego w § 1, prowadząc inny pojazd niż określony w tym przepisie,;karze grzywny albo karze nagany.
70;§ 1. Kto, znajdując się w stanie po użyciu alkoholu lub podobnie działającego środka, prowadzi pojazd mechaniczny w ruchu lądowym, wodnym lub powietrznym,;karze aresztu albo grzywny nie niższej niż 2500 złotych.
71;2. Kto, znajdując się w stanie po użyciu alkoholu lub podobnie działającego środka, prowadzi na drodze publicznej, w strefie zamieszkania lub strefie ruchu inny pojazd niż określony w § 1,;karze aresztu albo karze grzywny nie niższej niż 1000 złotych.
72;Kto na drodze publicznej, w strefie zamieszkania lub strefie ruchu prowadzi pojazd bez wymaganych przepisami świateł lub pozostawia pojazd bez wymaganego przepisami oświetlenia,;karze grzywny.
73;Kto, mając obowiązek opieki lub nadzoru nad małoletnim do lat 7, dopuszcza do przebywania małoletniego na drodze publicznej lub na torach pojazdu szynowego,;karze grzywny albo karze nagany.
74;§ 1. Kto tamuje lub utrudnia ruch na drodze publicznej, w strefie zamieszkania lub strefie ruchu,;karze grzywny do 500 złotych lub karze nagany.
75;2. Jeżeli wykroczenia, o którym mowa w § 1, dopuszcza się prowadzący pojazd mechaniczny,;karze grzywny nie niższej niż 500 złotych.
76;Kto zanieczyszcza drogę publiczną lub na tej drodze pozostawia pojazd lub inny przedmiot albo zwierzę w okolicznościach, w których może to spowodować niebezpieczeństwo lub stanowić utrudnienie w ruchu drogowym,;karze grzywny do 1.500 złotych albo karze nagany.
77;§ 1. Kto nie stosuje się do znaku lub sygnału drogowego albo do sygnału lub polecenia osoby uprawnionej do kierowania ruchem lub do kontroli ruchu drogowego,;karze grzywny albo karze nagany.
78;2. Kto w celu uniknięcia kontroli nie stosuje się do sygnału osoby uprawnionej do kontroli ruchu drogowego, nakazującego zatrzymanie pojazdu,;karze aresztu albo grzywny.
79;§ 1. Kto, prowadząc pojazd, nie stosuje się do ograniczenia prędkości określonego ustawą lub znakiem drogowym,;karze grzywny.
80;2. Kto, prowadząc pojazd mechaniczny, nie stosuje się do ograniczenia prędkości określonego ustawą lub znakiem drogowym, przekraczając je o ponad 30 km/h,;karze grzywny nie niższej niż 800 złotych.
81;Kto, prowadząc pojazd mechaniczny, nie stosuje się do zakazu wyprzedzania określonego ustawą lub znakiem drogowym,;karze grzywny nie niższej niż 1000 złotych.
82;§ 1. Prowadzący pojazd, który, uczestnicząc w wypadku drogowym, nie udziela niezwłocznej pomocy ofierze wypadku,;karze aresztu albo grzywny.
83;§ 1. Kto na drodze publicznej, w strefie zamieszkania lub strefie ruchu prowadzi pojazd mechaniczny, nie mając do tego uprawnienia,;karze aresztu, ograniczenia wolności albo grzywny nie niższej niż 1500 złotych.
